tgl,manufacture,version,max_slot,iploopback,hostname,self_slot,tipe_card,tipe_card_1,cap,port_used,port_idle,list_port_used,node,file2_sto_a,file2_types,file2_platform,file2_sto,file2_sto_l,file2_witel,file2_reg,file2_cluster,file2_longitude,file2_latitude
,,,,,GPON00-D3-CIW-3,,,,,,,,,CIW,C300v2,NOKIA,CIW,CIAWI,TASIKMALAYA,3,,108.1469,-7.1455
,,,,,GPON00-D3-CJA-3,,,,,,,,,CJA,OTHER,,CJA,BANDUNG CIJAURA,BANDUNG,3,,107.6627,-6.95974
,,,,,GPON00-D3-CJG-3,,,,,,,,,CJG,C300v2,NOKIA,CJG,CIRANJANG,SUKABUMI,3,,107.2499,-6.81276
,,,,,GPON00-D3-CKB-3,,,,,,,,,CKB,C300v2,NOKIA,CKB,CIKEMBANG,SUKABUMI,3,,106.7691,-6.95528
,,,,,GPON00-D3-CKC-3,,,,,,,,,CKC,C300v2,,CKC,CIREBON KANCI,CIREBON,3,,108.62228,-6.7824
,,,,,GPON00-D3-CKI-3,,,,,,,,,CKI,C300v2,NOKIA,CKI,CIKIJING,CIREBON,3,,107.92497,-6.8351
,,,,,GPON00-D3-CKJ-3,,,,,,,,,CKJ,C300v2,NOKIA,CKJ,CIKAJANG,TASIKMALAYA,3,,108.3537,-7.01103
,,,,,GPON00-D3-CKK-2,,,,,,,,,CKK,MA5600T,HUAWEI,CKK,CIKALONG KULON,SUKABUMI,3,,107.2133514,-6.7136918
,,,,,GPON00-D3-CKP-3,,,,,,,,,CKP,C300v2,NOKIA,CKP,CIKAMPEK,KARAWANG,3,,107.4604,-6.40845
,,,,,GPON00-D3-CKW-3,,,,,,,,,CKW,C300v2,NOKIA,CKW,CIKALONG WETAN,BANDUNG BARAT,3,,107.4376,-6.73519
,,,,,GPON00-D3-CKY-3,,,,,,,,,CKY,C300v2,NOKIA,CKY,CIREBON KARYAMULYA,CIREBON,3,,108.53464,-6.74252
,,,,,GPON00-D3-CLL-3,,,,,,,,,CLL,C300v2,NOKIA,CLL,CILILIN,BANDUNG BARAT,3,,107.4387,-6.98069
,,,,,GPON00-D3-CLM-2,,,,,,,,,CLM,MA5600T,HUAWEI,CLM,CILAMAYA,KARAWANG,3,,107.5814,-6.25088
,,,,,GPON00-D3-CMI-3,,,,,,,,,CMI,OTHER,,CMI,CIMAHI,BANDUNG BARAT,3,,107.5489,-6.87819
,,,,,GPON00-D3-CMO-3,,,,,,,,,CMO,C300v2,NOKIA,CMO,CIMANGKOK,SUKABUMI,3,,107.01735,-6.87991
,,,,,GPON00-D3-CMS-3,,,,,,,,,CMS,C300v2,NOKIA,CMS,CIAMIS,TASIKMALAYA,3,,108.34348,-7.32589
,,,,,GPON00-D3-CPL-3,,,,,,,,,CPL,C300v2,NOKIA,CPL,CIAMPEL,KARAWANG,3,,107.3292,-6.3855
,,,,,GPON00-D3-CPT-3,,,,,,,,,CPT,C300v2,NOKIA,CPT,CIPATAT,BANDUNG BARAT,3,,107.3776,-6.82767
,,,,,GPON00-D3-CSA-3,,,,,,,,,CSA,C300v2,NOKIA,CSA,CISARUA LEMBANG,BANDUNG BARAT,3,,107.5596,-6.81492
,,,,,GPON00-D3-CWD-3,,,,,,,,,CWD,C300v2,NOKIA,CWD,CIWIDEY,BANDUNG BARAT,3,,107.4634,-7.1035
,,,,,GPON00-D3-DGO-3,,,,,,,,,DGO,OTHER,,DGO,BANDUNG DAGO,BANDUNG,3,,107.626,-6.89025
,,,,,GPON00-D3-GRU-3,,,,,,,,,GRU,C300v2,NOKIA,GRU,GARUT,TASIKMALAYA,3,,107.84421,-7.10138
,,,,,GPON00-D3-HAR-3,,,,,,,,,HAR,C300v2,,HAR,HAURGEULIS,CIREBON,3,,107.9465,-6.43839
,,,,,GPON00-D3-HGM-3,,,,,,,,,HGM,OTHER,,HGM,BANDUNG HEGARMANAH,BANDUNG,3,,107.602,-6.88256
,,,,,GPON00-D3-IMY-3,,,,,,,,,IMY,OTHER,,IMY,INDRAMAYU,CIREBON,3,,107.26684,-7.10091
,,,,,GPON00-D3-JCG-3,,,,,,,,,JCG,C300v2,NOKIA,JCG,JALAN CAGAK,BANDUNG,3,,107.6886,-6.6777
,,,,,GPON00-D3-JPK-2,,,,,,,,,JPK,MA5600T,HUAWEI,JPK,JAMPANG KULON,SUKABUMI,3,,106.6181,-7.28903
,,,,,GPON00-D3-JTS-2,,,,,,,,,JTS,MA5600T,HUAWEI,JTS,JATISARI,KARAWANG,3,,107.5157,-6.37612
,,,,,GPON00-D3-JTW-3,,,,,,,,,JTW,C300v2,NOKIA,JTW,JATIWANGI,CIREBON,3,,108.25499,-6.7213
,,,,,GPON00-D3-KAD-3,,,,,,,,,KAD,C300v2,NOKIA,KAD,KADIPATEN,CIREBON,3,,108.1718,-6.7653
,,,,,GPON00-D3-KAW-3,,,,,,,,,KAW,C300v2,NOKIA,KAW,KAWALI,TASIKMALAYA,3,,108.3729,-7.18962
,,,,,GPON00-D3-KDN-3,,,,,,,,,KDN,C300v2,NOKIA,KDN,KADUNGORA,TASIKMALAYA,3,,107.8980299,-7.0950126
,,,,,GPON00-D3-KIA-3,,,,,,,,,KIA,C300v2,NOKIA,KIA,KALIJATI,BANDUNG,3,,107.67287,-6.52104
,,,,,GPON00-D3-KLI-3,,,,,,,,,KLI,OTHER,,KLI,KLARI,KARAWANG,3,,107.3578,-6.36247
,,,,,GPON00-D3-KLU-2,,,,,,,,,KLU,MA5600T,HUAWEI,KLU,KELAPA NUNGGAL,SUKABUMI,3,,106.90136,-6.44769
,,,,,GPON00-D3-KNG-3,,,,,,,,,KNG,OTHER,,KNG,KUNINGAN,CIREBON,3,,108.4778,-6.98111
,,,,,GPON00-D3-KNU-3,,,,,,,,,KNU,C300v2,NOKIA,KNU,KARANG NUNGGAL,TASIKMALAYA,3,,108.13268,-7.63227
,,,,,GPON00-D3-KRM-3,,,,,,,,,KRM,C300v2,NOKIA,KRM,KARANGAMPEL,CIREBON,3,,107.99458,-6.35637
,,,,,GPON00-D3-KRW-3,,,,,,,,,KRW,OTHER,,KRW,KARAWANG,KARAWANG,3,,107.32372,-6.2992
,,,,,GPON00-D3-LAG-3,,,,,,,,,LAG,C300v2,NOKIA,LAG,LIMBANGAN,TASIKMALAYA,3,,107.9828,-7.04217
,,,,,GPON00-D3-LBG-3,,,,,,,,,LBG,C220v1.2,,LBG,LEMBONG,BANDUNG,3,,107.6163,-6.80969
,,,,,GPON00-D3-LEM-3,,,,,,,,,LEM,C300v2,NOKIA,LEM,LEMBANG,BANDUNG BARAT,3,,107.6164,-6.812
,,,,,GPON00-D3-LOS-3,,,,,,,,,LOS,C300v2,NOKIA,LOS,LOSARI,CIREBON,3,,108.8042,-6.84194
,,,,,GPON00-D3-LSR-3,,,,,,,,,LSR,OTHER,,LSR,LOSARANG,CIREBON,3,,108.1572,-6.39482
,,,,,GPON00-D3-MJY-3,,,,,,,,,MJY,OTHER,,MJY,MAJALAYA,BANDUNG BARAT,3,,107.75258,-7.05059
,,,,,GPON00-D3-MLB-3,,,,,,,,,MLB,C300v2,NOKIA,MLB,MALANGBONG,TASIKMALAYA,3,,107.91727,-7.10708
,,,,,GPON00-D3-MNJ-2,,,,,,,,,MNJ,MA5600T,HUAWEI,MNJ,MANONJAYA,TASIKMALAYA,3,,108.31224,-7.35189
,,,,,GPON00-D3-NJG-3,,,,,,,,,NJG,C300v2,NOKIA,NJG,NANJUNG,BANDUNG BARAT,3,,107.542,-6.92142
,,,,,GPON00-D3-NLD-2,,,,,,,,,NLD,MA5600T,HUAWEI,NLD,NYALINDUNG,SUKABUMI,3,,106.9436,-7.04295
,,,,,GPON00-D3-PAB-3,,,,,,,,,PAB,C300v2,NOKIA,PAB,PABUARAN CIREBON,CIREBON,3,,108.7211,-6.90433
,,,,,GPON00-D3-PBS-3,,,,,,,,,PBS,C300v2,NOKIA,PBS,PABUARAN SUBANG,BANDUNG,3,,107.58741,-6.40619
,,,,,GPON00-D3-PDL-3,,,,,,,,,PDL,OTHER,,PDL,PADALARANG 5ESS,BANDUNG BARAT,3,,107.489,-6.83711
,,,,,GPON00-D3-PGD-3,,,,,,,,,PGD,C300v2,NOKIA,PGD,PAGADEN,BANDUNG,3,,107.8175,-6.45532
,,,,,GPON00-D3-PLD-2,,,,,,,,,PLD,MA5600T,HUAWEI,PLD,PLERED,KARAWANG,3,,108.5026443,-6.7104435
,,,,,GPON00-D3-PLR-3,,,,,,,,,PLR,C300v2,NOKIA,PLR,PELABUHAN RATU,SUKABUMI,3,,106.5513,-6.98913
,,,,,GPON00-D3-PMN-3,,,,,,,,,PMN,C300v2,NOKIA,PMN,PAMANUKAN,BANDUNG,3,,107.78801,-6.28531
,,,,,GPON00-D3-PMP-3,,,,,,,,,PMP,C300v2,NOKIA,PMP,PAMEUNGPEUK,TASIKMALAYA,3,,107.7324,-7.64135
,,,,,GPON00-D3-PRD-3,,,,,,,,,PRD,C300v2,NOKIA,PRD,PLERED,CIREBON,3,,107.28583,-6.71021
,,,,,GPON00-D3-PWK-3,,,,,,,,,PWK,OTHER,,PWK,PURWAKARTA,KARAWANG,3,,107.4434,-6.55117
,,,,,GPON00-D3-RCK-3,,,,,,,,,PCK,OTHER,,RCK,RANCAEKEK,BANDUNG BARAT,3,,107.7688,-6.95342
,,,,,GPON00-D3-RDK-2,,,,,,,,,RDK,MA5600T,HUAWEI,RDK,RENGAS DENGKLOK,KARAWANG,3,,107.2981,-6.16239
,,,,,GPON00-D3-RGA-3,,,,,,,,,RGA,C300v2,,RGA,RAJAGALUH,CIREBON,3,,108.3415,-6.77611
,,,,,GPON00-D3-RJP-2,,,,,,,,,RJP,MA5600T,HUAWEI,RJP,RAJAPOLAH,TASIKMALAYA,3,,108.1948,-7.22063
,,,,,GPON00-D3-RJW-3,,,,,,,,,RJW,OTHER,,RJW,BANDUNG RAJAWALI,BANDUNG BARAT,3,,107.5756,-6.91241
,,,,,GPON00-D3-SDL-3,,,,,,,,,SDL,C300v2,NOKIA,SDL,SINDANGLAYA,SUKABUMI,3,,107.66111,-6.90329
,,,,,GPON00-D3-SDU-3,,,,,,,,,SDU,C300v2,NOKIA,SDU,SINDANGLAUT,CIREBON,3,,108.6268,-6.82984
,,,,,GPON00-D3-SGA-3,,,,,,,,,SGA,C300v2,NOKIA,SGA,SUKANEGARA,SUKABUMI,3,,107.1293,-7.10157
,,,,,GPON00-D3-SGN-2,,,,,,,,,SGN,MA5600T,HUAWEI,SGN,SAGARANTEN,SUKABUMI,3,,106.8889,-7.21904
,,,,,GPON00-D3-SKB-4,,,,,,,,,SKB,,,SKB,SUKABUMI,SUKABUMI,3,,98.70146,3.56785
,,,,,GPON00-D3-SKM-3,,,,,,,,,SKM,C300v2,NOKIA,SKM,SUKARESMI,SUKABUMI,3,,107.13907,-6.34419
,,,,,GPON00-D3-SMD-3,,,,,,,,,SMD,OTHER,,SMD,SUMEDANG,BANDUNG,3,,107.9193617,-6.8591715
,,,,,GPON00-D3-SPA-3,,,,,,,,,SPA,C300v2,NOKIA,SPA,SINGAPARNA,TASIKMALAYA,3,,108.1106,-7.35475
,,,,,GPON00-D3-SUB-3,,,,,,,,,SUB,OTHER,,SUB,SUBANG,BANDUNG,3,,107.7576575,-6.5562645
,,,,,GPON00-D3-TAS-3,,,,,,,,,TAS,C300v2,NOKIA,TAS,TANJUNGSARI,BANDUNG,3,,107.8011,-6.90281
,,,,,GPON00-D3-TGE-3,,,,,,,,,TGE,C300v2,NOKIA,TGE,TANGGEUNG,SUKABUMI,3,,107.12377,-7.26733
,,,,,GPON00-D3-TLJ-3,,,,,,,,,TLJ,C300v2,NOKIA,TLJ,TELUK JAMBE,KARAWANG,3,,107.2989,-6.33778
,,,,,GPON00-D3-TLJ-3KIIC,,,,,,,,,TLJ,OTHER,,TLJ,TELUK JAMBE,KARAWANG,3,,107.2989,-6.33778
,,,,,GPON00-D3-TRG-3,,,,,,,,,TRG,OTHER,,TRG,BANDUNG TURANGGA,BANDUNG,3,,107.62615,-6.93388
,,,,,GPON00-D3-TSM-3,,,,,,,,,TSM,C300v2,NOKIA,TSM,TASIKMALAYA,TASIKMALAYA,3,,108.2222,-7.32472
,,,,,GPON00-D3-UBR-3,,,,,,,,,UBR,OTHER,,UBR,BANDUNG UJUNGBERUNG,BANDUNG,3,,107.7094,-6.92161
,,,,,GPON00-D3-WDS-2,,,,,,,,,WDS,MA5600T,HUAWEI,WDS,WADAS,KARAWANG,3,,107.4522,-6.29255
,,,,,GPON00-D3-WNR-2,,,,,,,,,WNR,MA5600T,HUAWEI,WNR,WANARAJA,TASIKMALAYA,3,,107.6546,-7.1845
,,,,,GPON00-D4-ABR-3,,,,,,,,,ABR,C300v2,HUAWEI,ABR,AMBARAWA,SEMARANG,4,,110.5061,-7.32556
,,,,,GPON00-D4-ADW-3,,,,,,,,,ADW,C300v2,HUAWEI,ADW,ADIWERNA,PEKALONGAN,4,,109.1356,-6.93545
,,,,,GPON00-D4-AJB-3,,,,,,,,,AJB,OTHER,,AJB,AJIBARANG,PURWOKERTO,4,,109.0806,-7.40194
,,,,,GPON00-D4-AJB-4FL,,,,,,,,,AJB,AN6000-2,HUAWEI,AJB,AJIBARANG,PURWOKERTO,4,,109.0806,-7.40194
,,,,,GPON00-D4-BAN-3,,,,,,,,,BAN,C300v2,HUAWEI,BAN,BANGSRI,KUDUS,4,,110.7638,-6.52263
,,,,,GPON00-D4-BAN-4FD,,,,,,,,,BAN,,HUAWEI,BAN,BANGSRI,KUDUS,4,,110.7638,-6.52263
,,,,,GPON00-D4-BBS-5,,,,,,,,,BBS,7360 ISAM FX R5.6,HUAWEI,BBS,BABARSARI,YOGYAKARTA,4,,109.3651,-7.30567
,,,,,GPON00-D4-BBT-3,,,,,,,,,BBT,OTHER,,BBT,BOBOTSARI,PURWOKERTO,4,,109.36519,-7.30579
,,,,,GPON00-D4-BBT-4FA,,,,,,,,,BBT,,HUAWEI,BBT,BOBOTSARI,PURWOKERTO,4,,109.36519,-7.30579
,,,,,GPON00-D4-BBT-4FN,,,,,,,,,BBT,,,BBT,BOBOTSARI,PURWOKERTO,4,,109.36519,-7.30579
,,,,,GPON00-D4-BDN-3,,,,,,,,,BDN,C300v2,HUAWEI,BDN,BANDUNGAN,SEMARANG,4,,110.375,-7.21528
,,,,,GPON00-D4-BDY-4FA,,,,,,,,,BDY,AN5516-04,HUAWEI,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BDY-4FB,,,,,,,,,BDY,AN6000-2,HUAWEI,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BDY-4FC,,,,,,,,,BDY,AN6000-2,HUAWEI,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BDY-4FJ,,,,,,,,,BDY,,HUAWEI,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BDY-4FM,,,,,,,,,BDY,AN6000-2,,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BDY-4FN,,,,,,,,,BDY,,HUAWEI,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BDY-5,,,,,,,,,BDY,OTHER,,BDY,BANDAR SEDAYU,PEKALONGAN,4,,109.79885,-7.03345
,,,,,GPON00-D4-BJR-3,,,,,,,,,BJR,OTHER,,BJR,BANJARNEGARA,PURWOKERTO,4,,109.69851,-7.39761
,,,,,GPON00-D4-BJR-4,,,,,,,,,BJR,AN5116-06B,HUAWEI,BJR,BANJARNEGARA,PURWOKERTO,4,,109.69851,-7.39761
,,,,,GPON00-D4-BJR-4FAG,,,,,,,,,BJR,AN6000-2,HUAWEI,BJR,BANJARNEGARA,PURWOKERTO,4,,109.69851,-7.39761
,,,,,GPON00-D4-BJR-4FAN,,,,,,,,,BJR,,HUAWEI,BJR,BANJARNEGARA,PURWOKERTO,4,,109.69851,-7.39761
,,,,,GPON00-D4-BJR-4FAS,,,,,,,,,BJR,,HUAWEI,BJR,BANJARNEGARA,PURWOKERTO,4,,109.69851,-7.39761
,,,,,GPON00-D4-BJR-4FZ,,,,,,,,,BJR,,HUAWEI,BJR,BANJARNEGARA,PURWOKERTO,4,,109.69851,-7.39761
,,,,,GPON00-D4-BKA-4FE,,,,,,,,,BKA,,HUAWEI,BKA,BULUKAMBA,PEKALONGAN,4,,108.9506,-6.87492
,,,,,GPON00-D4-BKA-5,,,,,,,,,BKA,7360 ISAM FX R5.6,,BKA,BULUKAMBA,PEKALONGAN,4,,108.9506,-6.87492
,,,,,GPON00-D4-BKG-3,,,,,,,,,BKG,C320v2,HUAWEI,BKG,SOLO BEKONANG,SOLO,4,,110.87418,-7.60739
,,,,,GPON00-D4-BLO-3,,,,,,,,,BLO,OTHER,,BLO,BLORA,KUDUS,4,,111.5902,-7.14928
,,,,,GPON00-D4-BLO-4FGA,,,,,,,,,BLO,,HUAWEI,BLO,BLORA,KUDUS,4,,111.5902,-7.14928
,,,,,GPON00-D4-BLO-4FGB,,,,,,,,,BLO,,HUAWEI,BLO,BLORA,KUDUS,4,,111.5902,-7.14928
,,,,,GPON00-D4-BLO-4FH,,,,,,,,,BLO,,HUAWEI,BLO,BLORA,KUDUS,4,,111.5902,-7.14928
,,,,,GPON00-D4-BLU-3,,,,,,,,,BLU,C300v2,HUAWEI,BLU,BALAPULANG,PEKALONGAN,4,,109.1001,-7.05252
,,,,,GPON00-D4-BLU-4FA,,,,,,,,,BLU,AN5516-04,HUAWEI,BLU,BALAPULANG,PEKALONGAN,4,,109.1001,-7.05252
,,,,,GPON00-D4-BLU-4FD,,,,,,,,,BLU,AN6000-2,HUAWEI,BLU,BALAPULANG,PEKALONGAN,4,,109.1001,-7.05252
,,,,,GPON00-D4-BLU-4FE,,,,,,,,,BLU,AN6000-2,HUAWEI,BLU,BALAPULANG,PEKALONGAN,4,,109.1001,-7.05252
,,,,,GPON00-D4-BLU-4FJ,,,,,,,,,BLU,AN5516-04,HUAWEI,BLU,BALAPULANG,PEKALONGAN,4,,109.1001,-7.05252
,,,,,GPON00-D4-BLU-4FL,,,,,,,,,BLU,AN6000-2,,BLU,BALAPULANG,PEKALONGAN,4,,109.1001,-7.05252
,,,,,GPON00-D4-BMK-3,,,,,,,,,BMK,OTHER,,BMK,SEMARANG BANYUMANIK,SEMARANG,4,,110.42633,-7.04388
,,,,,GPON00-D4-BMU-3,,,,,,,,,BMU,C300v2,HUAWEI,BMU,BUMIAYU,PEKALONGAN,4,,109.00664,-7.25309
,,,,,GPON00-D4-BMU-4FA,,,,,,,,,BMU,AN6000-2,HUAWEI,BMU,BUMIAYU,PEKALONGAN,4,,109.00664,-7.25309
,,,,,GPON00-D4-BMU-4FC,,,,,,,,,BMU,AN6000-2,HUAWEI,BMU,BUMIAYU,PEKALONGAN,4,,109.00664,-7.25309
,,,,,GPON00-D4-BMU-4FE,,,,,,,,,BMU,AN5516-04,HUAWEI,BMU,BUMIAYU,PEKALONGAN,4,,109.00664,-7.25309
,,,,,GPON00-D4-BMU-4FQ,,,,,,,,,BMU,,HUAWEI,BMU,BUMIAYU,PEKALONGAN,4,,109.00664,-7.25309
,,,,,GPON00-D4-BOJ-3,,,,,,,,,BOJ,C300v2,HUAWEI,BOJ,BOJA,SEMARANG,4,,110.26932,-7.10405
,,,,,GPON00-D4-BOJ-3FAE,,,,,,,,,BOJ,OTHER,HUAWEI,BOJ,BOJA,SEMARANG,4,,110.26932,-7.10405
,,,,,GPON00-D4-BRB-3,,,,,,,,,BRB,C300v2,HUAWEI,BRB,BREBES,PEKALONGAN,4,,109.03702,-6.86683
,,,,,GPON00-D4-BRB-4FF,,,,,,,,,BRB,AN5516-04,HUAWEI,BRB,BREBES,PEKALONGAN,4,,109.03702,-6.86683
,,,,,GPON00-D4-BRD-3,,,,,,,,,BRD,C300v2,HUAWEI,BRD,BATURADEN,PURWOKERTO,4,,112.28334,-6.87113
,,,,,GPON00-D4-BRN-3,,,,,,,,,BRN,C300v2,HUAWEI,BRN,BATURETNO,SOLO,4,,110.93411,-7.97973
,,,,,GPON00-D4-BRN-3FG,,,,,,,,,BRN,C320v2,HUAWEI,BRN,BATURETNO,SOLO,4,,110.93411,-7.97973
,,,,,GPON00-D4-BRN-4FF,,,,,,,,,BRN,,HUAWEI,BRN,BATURETNO,SOLO,4,,110.93411,-7.97973
,,,,,GPON00-D4-BTG-3,,,,,,,,,BTG,C300v2,HUAWEI,BTG,BATANG,PEKALONGAN,4,,109.7254,-6.9071
,,,,,GPON00-D4-BTG-4FAC,,,,,,,,,BTG,,HUAWEI,BTG,BATANG,PEKALONGAN,4,,109.7254,-6.9071
,,,,,GPON00-D4-BTG-4FAD,,,,,,,,,BTG,,HUAWEI,BTG,BATANG,PEKALONGAN,4,,109.7254,-6.9071
,,,,,GPON00-D4-BTG-4FAG,,,,,,,,,BTG,,HUAWEI,BTG,BATANG,PEKALONGAN,4,,109.7254,-6.9071
,,,,,GPON00-D4-BTG-4FN,,,,,,,,,BTG,AN6000-2,HUAWEI,BTG,BATANG,PEKALONGAN,4,,109.7254,-6.9071
,,,,,GPON00-D4-BTG-4FW,,,,,,,,,BTG,,,BTG,BATANG,PEKALONGAN,4,,109.7254,-6.9071
,,,,,GPON00-D4-BTL-3,,,,,,,,,BTL,C300v2,HUAWEI,BTL,BANTUL,YOGYAKARTA,4,,110.3325,-7.84111
,,,,,GPON00-D4-BTL-3GAA,,,,,,,,,BTL,C620,HUAWEI,BTL,BANTUL,YOGYAKARTA,4,,110.3325,-7.84111
,,,,,GPON00-D4-BWE-3,,,,,,,,,BWE,C300v2,HUAWEI,BWE,BAWEN,SEMARANG,4,,110.4297,-7.21889
,,,,,GPON00-D4-BYL-3GAA,,,,,,,,,BYL,OTHER,,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-3GAC,,,,,,,,,BYL,OTHER,,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4,,,,,,,,,BYL,AN5116-06B,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4FAA,,,,,,,,,BYL,,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4FAG,,,,,,,,,BYL,,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4FAH,,,,,,,,,BYL,,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4FAK,,,,,,,,,BYL,,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4FH,,,,,,,,,BYL,AN6000-2,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-BYL-4MRAQ,,,,,,,,,BYL,,HUAWEI,BYL,BOYOLALI,SOLO,4,,110.61111,-7.5375
,,,,,GPON00-D4-CEP-3,,,,,,,,,CEP,OTHER,,CEP,CEPU,KUDUS,4,,111.59017,-7.14934
,,,,,GPON00-D4-CEP-4FP,,,,,,,,,CEP,,HUAWEI,CEP,CEPU,KUDUS,4,,111.59017,-7.14934
,,,,,GPON00-D4-CLC-3,,,,,,,,,CLC,OTHER,,CLC,CILACAP,PURWOKERTO,4,,109.00978,-7.73752
,,,,,GPON00-D4-CLO-3,,,,,,,,,CLO,OTHER,,CLO,CILONGOK,PURWOKERTO,4,,109.13421,-7.40223
,,,,,GPON00-D4-CLO-4FA,,,,,,,,,CLO,,HUAWEI,CLO,CILONGOK,PURWOKERTO,4,,109.13421,-7.40223
,,,,,GPON00-D4-CLO-4FK,,,,,,,,,CLO,,HUAWEI,CLO,CILONGOK,PURWOKERTO,4,,109.13421,-7.40223
,,,,,GPON00-D4-CMA-4FB,,,,,,,,,CMA,AN5516-04,,CMA,COMAL,PEKALONGAN,4,,109.53152,-6.901
,,,,,GPON00-D4-CMA-4FF,,,,,,,,,CMA,,HUAWEI,CMA,COMAL,PEKALONGAN,4,,109.53152,-6.901
,,,,,GPON00-D4-CMA-4FQ,,,,,,,,,CMA,,HUAWEI,CMA,COMAL,PEKALONGAN,4,,109.53152,-6.901
,,,,,GPON00-D4-CMA-4FV,,,,,,,,,CMA,AN6000-2,HUAWEI,CMA,COMAL,PEKALONGAN,4,,109.53152,-6.901
,,,,,GPON00-D4-CMA-5,,,,,,,,,CMA,OTHER,,CMA,COMAL,PEKALONGAN,4,,109.53152,-6.901
,,,,,GPON00-D4-DMA-3,,,,,,,,,DMA,OTHER,,DMA,DEMAK,KUDUS,4,,110.63615,-6.88971
,,,,,GPON00-D4-DMA-4FAA,,,,,,,,,DMA,,HUAWEI,DMA,DEMAK,KUDUS,4,,110.63615,-6.88971
,,,,,GPON00-D4-DMA-4FAB,,,,,,,,,DMA,,HUAWEI,DMA,DEMAK,KUDUS,4,,110.63615,-6.88971
,,,,,GPON00-D4-DMA-4FAC,,,,,,,,,DMA,AN6000-2,HUAWEI,DMA,DEMAK,KUDUS,4,,110.63615,-6.88971
,,,,,GPON00-D4-DMA-4FJ,,,,,,,,,DMA,AN6000-2,,DMA,DEMAK,KUDUS,4,,110.63615,-6.88971
,,,,,GPON00-D4-GBU-3,,,,,,,,,GBU,OTHER,,GBU,GUBUG,KUDUS,4,,110.66571,-7.05257
,,,,,GPON00-D4-GBU-4FF,,,,,,,,,GBU,,HUAWEI,GBU,GUBUG,KUDUS,4,,110.66571,-7.05257
,,,,,GPON00-D4-GBU-4FG,,,,,,,,,GBU,AN6000-2,HUAWEI,GBU,GUBUG,KUDUS,4,,110.66571,-7.05257
,,,,,GPON00-D4-GDO-3,,,,,,,,,GDO,C300v2,HUAWEI,GDO,GODONG,KUDUS,4,,110.77702,-7.02436
,,,,,GPON00-D4-GDO-4FH,,,,,,,,,GDO,,HUAWEI,GDO,GODONG,KUDUS,4,,110.77702,-7.02436
,,,,,GPON00-D4-GLD-3,,,,,,,,,GLD,OTHER,,GLD,SOLO GLADAK,SOLO,4,,110.8109,-7.60986
,,,,,GPON00-D4-GLD-3FEE,,,,,,,,,GLD,C620,HUAWEI,GLD,SOLO GLADAK,SOLO,4,,110.8109,-7.60986
,,,,,GPON00-D4-GML-3,,,,,,,,,GML,C300v2,HUAWEI,GML,GUMILIR,PURWOKERTO,4,,109.0339922,-7.6792834
,,,,,GPON00-D4-GML-4FAE,,,,,,,,,GML,,HUAWEI,GML,GUMILIR,PURWOKERTO,4,,109.0339922,-7.6792834
,,,,,GPON00-D4-GML-4FAF,,,,,,,,,GML,,,GML,GUMILIR,PURWOKERTO,4,,109.0339922,-7.6792834
,,,,,GPON00-D4-GML-4FAJ,,,,,,,,,GML,,,GML,GUMILIR,PURWOKERTO,4,,109.0339922,-7.6792834
,,,,,GPON00-D4-GML-4FAL,,,,,,,,,GML,,HUAWEI,GML,GUMILIR,PURWOKERTO,4,,109.0339922,-7.6792834
,,,,,GPON00-D4-GNK-3,,,,,,,,,GNK,OTHER,,GNK,SEMARANG GENUK,SEMARANG,4,,110.46115,-6.95656
,,,,,GPON00-D4-GOD-3FU,,,,,,,,,GOD,C320v2,HUAWEI,GOD,GODEAN,YOGYAKARTA,4,,110.29089,-7.76537
,,,,,GPON00-D4-GOD-3GAB,,,,,,,,,GOD,C620,HUAWEI,GOD,GODEAN,YOGYAKARTA,4,,110.29089,-7.76537
